"filename", "language", "Shell Script", "pip requirements", "JSON", "Python", "Markdown", "JavaScript", "HTML", "CSS", "XML", "JavaScript React", "Less", "JSON with Comments", "comment", "blank", "total"
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/670.c9da5a50.chunk.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/742.ac1dad8a.async.js", "JavaScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/756.664d70bb.async.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/77.d97aceac.async.js", "JavaScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 1, 8
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/771.1cd5583e.async.js", "JavaScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 12, 1, 16
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/798.3d035fef.chunk.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/799.8f6a8fef.async.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/822.cdd9467d.async.js", "JavaScript", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 12, 1, 38
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/831.455627f0.async.js", "JavaScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/831.605f018e.chunk.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/87.57840d21.async.js", "JavaScript", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 7, 2, 54
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/87.d85a5e28.chunk.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/905.69e3f7c7.chunk.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/905.84e1c0d4.async.js", "JavaScript", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/929.b9095415.chunk.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/986.975c1e4b.chunk.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/986.eab589a3.async.js", "JavaScript", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 4, 1, 11
"/home/hsnt/Documents/Docker/RiDX/core/web/dist/admin/users/index.html", "HTML", 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 36, 17, 245
